category,price,quantity,delivery_status,payment_method,device_type,channel,customer_segment,shipping_delay_days,order_month,order_day,order_dayofweek,order_hour,shipping_month,shipping_day,shipping_dayofweek,shipping_hour,is_weekend_order,shipping_city,shipping_state,billing_city,billing_state,product_popularity
Electronics,37.06,1,Delivered,Google Pay,Desktop,Social,VIP,4.0,3,8,5,14,3,12,2,14,1,Lisafurt,Utah,Davidshire,Maryland,8
Clothing,281.47,3,Delivered,Google Pay,Tablet,Social,New,7.0,3,8,5,14,3,15,5,14,1,North Brucechester,North Dakota,Ashleystad,South Carolina,5
Beauty,51.18,2,Returned,Apple Pay,Desktop,Organic,Returning,7.0,3,8,5,14,3,15,5,14,1,West Nancyfort,Mississippi,South Scott,Louisiana,9
Clothing,351.53,2,Delivered,PayPal,Tablet,Social,Returning,5.0,3,8,5,14,3,13,3,14,1,Danielfurt,Rhode Island,Parkview,Mississippi,14
Clothing,185.21,4,Delivered,Google Pay,Desktop,Email,VIP,1.0,3,8,5,14,3,9,6,14,1,Lake William,North Dakota,West Joy,Iowa,11
Toys,187.99,2,Delivered,Apple Pay,Mobile,Organic,New,3.0,3,8,5,14,3,11,1,14,1,Port Juliaview,Montana,Lake Joseph,Nevada,7
Home,97.48,3,Delivered,Google Pay,Mobile,Social,VIP,2.0,3,8,5,14,3,10,0,14,1,East Michelle,North Dakota,North Andrewland,Florida,8
Toys,284.33,4,Delivered,Apple Pay,Tablet,Organic,VIP,2.0,3,8,5,14,3,10,0,14,1,Webermouth,Idaho,Ashleyton,Florida,15
Toys,110.0,1,Delivered,PayPal,Tablet,Organic,VIP,3.0,3,8,5,14,3,11,1,14,1,Paulburgh,Maryland,Jennifershire,Tennessee,7
Home,167.03,1,Shipped,Debit Card,Mobile,Paid Search,Returning,3.0,3,8,5,14,3,11,1,14,1,Jasonberg,Maryland,Port Rachelland,Connecticut,12
Beauty,377.2,3,Returned,Credit Card,Desktop,Paid Search,VIP,2.0,3,8,5,14,3,10,0,14,1,Port Christopherville,Delaware,Samuelborough,New Mexico,16
Clothing,173.5,4,Delivered,Google Pay,Tablet,Paid Search,VIP,6.0,3,8,5,14,3,14,4,14,1,South Tracyport,Colorado,Port Traci,Maine,8
Home,11.99,1,Delivered,Debit Card,Desktop,Social,Returning,1.0,3,8,5,14,3,9,6,14,1,Dunlapton,Michigan,North Kayla,Mississippi,7
Clothing,247.85,2,Delivered,Credit Card,Desktop,Social,Returning,3.0,3,9,6,14,3,12,2,14,1,South Phillipport,New Mexico,Brandonburgh,North Dakota,10
Electronics,319.34,5,Delivered,Apple Pay,Desktop,Social,VIP,2.0,3,9,6,14,3,11,1,14,1,Seanberg,Indiana,Benjamintown,Hawaii,14
Home,252.94,1,Delivered,PayPal,Desktop,Organic,Returning,4.0,3,9,6,14,3,13,3,14,1,Davisburgh,Wyoming,Brianfort,Montana,12
Toys,276.13,2,Delivered,Google Pay,Desktop,Social,Returning,1.0,3,9,6,14,3,10,0,14,1,Wrightberg,Michigan,Lake Devinton,Oklahoma,8
Clothing,51.68,2,Delivered,Google Pay,Desktop,Social,Returning,1.0,3,9,6,14,3,10,0,14,1,East Meaganhaven,North Dakota,Port Timothy,Montana,11
Books,315.18,1,Delivered,Apple Pay,Tablet,Email,VIP,4.0,3,9,6,14,3,13,3,14,1,East Linda,California,Drewburgh,Nebraska,11
Toys,317.03,2,Delivered,Debit Card,Mobile,Email,VIP,6.0,3,9,6,14,3,15,5,14,1,Burnstown,South Dakota,Barbaratown,Texas,6
Books,427.28,6,Delivered,Google Pay,Tablet,Email,VIP,3.0,3,9,6,14,3,12,2,14,1,Brewerside,Virginia,Escobarhaven,Delaware,12
Beauty,364.1,1,Delivered,Debit Card,Tablet,Organic,VIP,7.0,3,9,6,14,3,16,6,14,1,Port Matthew,Tennessee,Bakermouth,Virginia,11
Home,437.88,4,Returned,Apple Pay,Mobile,Organic,Returning,7.0,3,9,6,14,3,16,6,14,1,Raymondport,Texas,Morriston,Pennsylvania,17
Books,414.54,1,Delivered,Debit Card,Desktop,Social,Returning,5.0,3,9,6,14,3,14,4,14,1,Mcgeeshire,Kentucky,Georgeburgh,Montana,12
Books,246.26,3,Returned,Credit Card,Mobile,Social,Returning,4.0,3,9,6,14,3,13,3,14,1,Melissaview,Florida,Martinfort,Nevada,10
Beauty,436.67,5,Shipped,Apple Pay,Tablet,Email,Returning,7.0,3,9,6,14,3,16,6,14,1,Johnfort,Louisiana,North Glenda,South Carolina,7
Electronics,317.75,1,Shipped,Debit Card,Tablet,Social,VIP,1.0,3,9,6,14,3,10,0,14,1,Maldonadoberg,North Dakota,West Brianborough,Delaware,13
Clothing,52.61,1,Delivered,Credit Card,Desktop,Paid Search,VIP,7.0,3,9,6,14,3,16,6,14,1,Alfredfort,Washington,Lake Christian,Arizona,11
Books,449.5,2,Delivered,Google Pay,Mobile,Social,VIP,1.0,3,9,6,14,3,10,0,14,1,Murrayhaven,Wisconsin,South Ricky,New Jersey,9
Toys,89.69,1,Delivered,Debit Card,Tablet,Social,Returning,2.0,3,9,6,14,3,11,1,14,1,West Kristin,Wisconsin,New Matthewhaven,Georgia,9
Books,230.11,1,Shipped,Apple Pay,Desktop,Email,Returning,3.0,3,9,6,14,3,12,2,14,1,Millerborough,Mississippi,Lake Sheila,New Jersey,11
Books,192.41,5,Shipped,Apple Pay,Mobile,Organic,Returning,2.0,3,9,6,14,3,11,1,14,1,Darrenport,Oregon,Tannerborough,New Jersey,10
Toys,295.54,4,Shipped,Google Pay,Desktop,Organic,Returning,7.0,3,9,6,14,3,16,6,14,1,Atkinsberg,Oregon,West Kristen,Kansas,10
Books,197.53,1,Shipped,Google Pay,Tablet,Email,VIP,2.0,3,9,6,14,3,11,1,14,1,West Wendymouth,Nebraska,Jefferyborough,Kansas,8
Clothing,275.07,1,Shipped,Credit Card,Mobile,Social,VIP,4.0,3,9,6,14,3,13,3,14,1,East Richard,Mississippi,New Lance,Alaska,9
Electronics,151.9,1,Shipped,Debit Card,Tablet,Email,VIP,2.0,3,9,6,14,3,11,1,14,1,Frankbury,Montana,Lake Joshuamouth,Alabama,14
Electronics,414.42,2,Delivered,Credit Card,Mobile,Paid Search,Returning,3.0,3,9,6,14,3,12,2,14,1,Danielville,Tennessee,Youngburgh,Arizona,8
Toys,60.49,1,Delivered,Debit Card,Desktop,Paid Search,VIP,5.0,3,9,6,14,3,14,4,14,1,Aaronborough,Montana,Port Elizabeth,Nevada,13
Home,81.75,2,Delivered,Debit Card,Tablet,Organic,Returning,3.0,3,9,6,14,3,12,2,14,1,East Veronica,Nevada,Port Thomas,Maryland,12
Electronics,477.32,1,Shipped,Debit Card,Desktop,Social,VIP,7.0,3,9,6,14,3,16,6,14,1,Port Zacharytown,Nebraska,West Donaldport,Alabama,12
Electronics,236.82,5,Delivered,Apple Pay,Tablet,Paid Search,Returning,2.0,3,9,6,14,3,11,1,14,1,North Brittany,Alaska,Warrenfort,New Jersey,12
Beauty,488.41,3,Delivered,Credit Card,Mobile,Social,VIP,5.0,3,9,6,14,3,14,4,14,1,Ericborough,North Dakota,Moniquemouth,Maine,9
Electronics,298.24,6,Delivered,PayPal,Mobile,Social,VIP,6.0,3,10,0,14,3,16,6,14,0,New Jasonfort,Arkansas,New Kimberlytown,Oklahoma,11
Home,290.4,1,Delivered,Google Pay,Desktop,Social,Returning,4.0,3,10,0,14,3,14,4,14,0,East Stephanie,Illinois,Katieberg,Alaska,11
Books,399.18,1,Shipped,Apple Pay,Tablet,Paid Search,VIP,3.0,3,10,0,14,3,13,3,14,0,North Ana,Missouri,New Michelle,New York,13
Clothing,207.7,1,Delivered,Apple Pay,Mobile,Paid Search,Returning,2.0,3,10,0,14,3,12,2,14,0,New Kristinachester,Arizona,West Alexis,Wisconsin,11
Books,326.28,4,Delivered,Google Pay,Mobile,Organic,VIP,4.0,3,10,0,14,3,14,4,14,0,North Markfurt,New Mexico,Nicholsburgh,Tennessee,7
Home,105.11,4,Shipped,Credit Card,Tablet,Email,New,6.0,3,10,0,14,3,16,6,14,0,New Jonathanland,Rhode Island,Port Jacqueline,South Dakota,19
Home,420.88,3,Delivered,Debit Card,Desktop,Paid Search,Returning,3.0,3,10,0,14,3,13,3,14,0,Port Sara,Idaho,Stevenland,Pennsylvania,10
Toys,450.61,1,Delivered,Google Pay,Desktop,Social,VIP,5.0,3,10,0,14,3,15,5,14,0,New Lauraburgh,Illinois,Rosariofurt,Maryland,10
Electronics,25.12,3,Delivered,Google Pay,Desktop,Social,Returning,1.0,3,10,0,14,3,11,1,14,0,Donaldborough,Colorado,New Robert,West Virginia,18
Books,100.04,6,Pending,Debit Card,Tablet,Email,VIP,1.0,3,10,0,14,3,11,1,14,0,Russellland,Hawaii,Johnside,Ohio,13
Home,151.37,1,Returned,Google Pay,Desktop,Email,Returning,6.0,3,10,0,14,3,16,6,14,0,North Cassandra,Louisiana,Taylorview,Utah,12
Home,156.03,2,Delivered,Apple Pay,Desktop,Organic,Returning,4.0,3,10,0,14,3,14,4,14,0,Christopherstad,Oregon,Anneland,Texas,13
Toys,184.94,3,Delivered,Apple Pay,Mobile,Social,Returning,3.0,3,10,0,14,3,13,3,14,0,Cruzfurt,Alabama,South Ambertown,Texas,9
Home,375.29,1,Delivered,Debit Card,Tablet,Social,VIP,1.0,3,10,0,14,3,11,1,14,0,Pittmantown,Massachusetts,Melanieton,Utah,11
Books,142.51,4,Returned,Google Pay,Mobile,Organic,VIP,7.0,3,10,0,14,3,17,0,14,0,Port Anthonychester,Oregon,East Ronald,Arizona,8
Books,488.3,3,Shipped,PayPal,Desktop,Email,VIP,6.0,3,10,0,14,3,16,6,14,0,Nicoleberg,Oklahoma,North Michelletown,Nebraska,12
Clothing,165.4,3,Delivered,Debit Card,Tablet,Email,Returning,7.0,3,10,0,14,3,17,0,14,0,Port Linda,New Jersey,West Pamela,Alabama,10
Books,265.65,1,Delivered,PayPal,Desktop,Paid Search,Returning,2.0,3,10,0,14,3,12,2,14,0,South Terri,Delaware,West Brianberg,California,7
Books,80.98,1,Delivered,Google Pay,Mobile,Social,VIP,1.0,3,10,0,14,3,11,1,14,0,North Colin,New Mexico,Port Jacob,Connecticut,7
Clothing,191.86,4,Delivered,Credit Card,Tablet,Organic,VIP,4.0,3,10,0,14,3,14,4,14,0,Keyton,Texas,Tylerfurt,Wisconsin,11
Books,121.34,1,Shipped,Debit Card,Mobile,Email,Returning,7.0,3,10,0,14,3,17,0,14,0,Jacksonberg,Texas,East Nathan,Michigan,13
Books,439.27,2,Shipped,Google Pay,Tablet,Organic,Returning,7.0,3,10,0,14,3,17,0,14,0,Jaclynview,Wyoming,Port Melissa,New York,13
Toys,247.55,3,Delivered,PayPal,Desktop,Email,VIP,7.0,3,10,0,14,3,17,0,14,0,Johnsonberg,Arkansas,Bakerberg,New Hampshire,14
Beauty,193.26,3,Delivered,Credit Card,Desktop,Social,Returning,6.0,3,10,0,14,3,16,6,14,0,North Patricia,Pennsylvania,Christopherfort,Michigan,6
Electronics,242.55,1,Delivered,Google Pay,Desktop,Organic,VIP,5.0,3,10,0,14,3,15,5,14,0,South Catherine,Alaska,Stewartstad,Virginia,10
Toys,252.89,1,Shipped,Debit Card,Desktop,Organic,Returning,1.0,3,10,0,14,3,11,1,14,0,Port Sharon,Colorado,Walkerfurt,Oklahoma,12
Beauty,450.26,1,Returned,Apple Pay,Mobile,Paid Search,VIP,1.0,3,10,0,14,3,11,1,14,0,Hortonborough,Oklahoma,Contrerasstad,Wisconsin,12
Clothing,65.49,1,Delivered,Apple Pay,Mobile,Organic,Returning,7.0,3,10,0,14,3,17,0,14,0,West Kevin,Delaware,Lake Justin,North Carolina,10
Toys,470.86,4,Shipped,PayPal,Tablet,Email,Returning,1.0,3,11,1,14,3,12,2,14,0,Brianstad,Oregon,West Tracy,Arkansas,12
Books,210.93,2,Delivered,PayPal,Tablet,Social,VIP,3.0,3,11,1,14,3,14,4,14,0,South Deborah,Idaho,Adamsport,Iowa,9
Home,111.54,3,Delivered,Apple Pay,Tablet,Email,New,3.0,3,11,1,14,3,14,4,14,0,Payneton,South Carolina,South Richardside,Ohio,6
Books,413.93,2,Shipped,Google Pay,Desktop,Paid Search,VIP,5.0,3,11,1,14,3,16,6,14,0,Colemanview,North Dakota,Port Melissa,Washington,19
Toys,449.35,5,Delivered,PayPal,Mobile,Email,VIP,4.0,3,11,1,14,3,15,5,14,0,Lake Jasonton,Iowa,Amyshire,Illinois,12
Beauty,480.88,4,Delivered,Google Pay,Tablet,Social,VIP,2.0,3,11,1,14,3,13,3,14,0,South Bryan,New Hampshire,Lake Blakefurt,Nevada,12
Electronics,370.44,1,Delivered,Credit Card,Mobile,Email,Returning,5.0,3,11,1,14,3,16,6,14,0,West Malloryton,Massachusetts,Floresbury,Texas,14
Books,100.51,1,Delivered,Google Pay,Desktop,Organic,Returning,3.0,3,11,1,14,3,14,4,14,0,East Ericberg,Washington,Wellsmouth,Nevada,13
Beauty,128.78,1,Returned,Google Pay,Mobile,Social,Returning,5.0,3,11,1,14,3,16,6,14,0,Lake Kim,West Virginia,Bullockstad,Kentucky,11
Toys,239.5,3,Pending,Credit Card,Tablet,Organic,VIP,7.0,3,11,1,14,3,18,1,14,0,Jaredside,New Jersey,New Travisfort,Wyoming,8
Beauty,202.58,3,Delivered,PayPal,Mobile,Email,Returning,7.0,3,11,1,14,3,18,1,14,0,East Traceyview,North Carolina,Rodriguezshire,Missouri,11
Electronics,36.06,3,Delivered,PayPal,Mobile,Organic,New,3.0,3,11,1,14,3,14,4,14,0,New Jamesbury,Wyoming,Hooverville,North Carolina,15
Home,89.97,4,Delivered,Google Pay,Mobile,Email,VIP,4.0,3,11,1,14,3,15,5,14,0,East Christopher,Montana,Richardland,Idaho,17
Toys,36.66,3,Shipped,Debit Card,Mobile,Paid Search,Returning,3.0,3,11,1,14,3,14,4,14,0,Penatown,Delaware,North Catherine,Nebraska,12
Electronics,334.42,3,Delivered,PayPal,Desktop,Social,VIP,6.0,3,11,1,14,3,17,0,14,0,Conwaymouth,Kansas,Tammystad,Rhode Island,10
Home,316.79,1,Returned,Debit Card,Desktop,Social,Returning,4.0,3,11,1,14,3,15,5,14,0,New Karenport,Montana,Ponceshire,Florida,11
Home,386.12,2,Delivered,Debit Card,Mobile,Social,Returning,5.0,3,11,1,14,3,16,6,14,0,Brittanychester,Georgia,Port Andrewview,Oklahoma,10
Electronics,287.17,2,Delivered,Credit Card,Desktop,Email,New,7.0,3,11,1,14,3,18,1,14,0,Latashatown,Oregon,New Susanstad,Michigan,6
Home,451.15,1,Delivered,Google Pay,Desktop,Paid Search,VIP,1.0,3,11,1,14,3,12,2,14,0,Christopherburgh,Hawaii,Lake Michaeltown,New Mexico,12
Home,270.86,1,Delivered,Google Pay,Mobile,Paid Search,VIP,5.0,3,11,1,14,3,16,6,14,0,Chasehaven,Kansas,North Christopher,Maryland,10
Beauty,444.24,1,Delivered,PayPal,Mobile,Paid Search,VIP,7.0,3,11,1,14,3,18,1,14,0,New Tinamouth,Wyoming,Shaunstad,Alaska,11
Beauty,248.69,1,Shipped,Google Pay,Desktop,Email,VIP,1.0,3,11,1,14,3,12,2,14,0,South Danielville,Georgia,Drewbury,Massachusetts,10
Beauty,491.66,1,Delivered,Apple Pay,Mobile,Social,VIP,5.0,3,11,1,14,3,16,6,14,0,Ronaldfort,Nevada,Port Savannahburgh,Louisiana,7
Beauty,27.31,1,Pending,Debit Card,Desktop,Social,VIP,6.0,3,11,1,14,3,17,0,14,0,Smithshire,Michigan,South Robert,New Hampshire,13
Beauty,334.12,1,Delivered,Apple Pay,Desktop,Email,VIP,1.0,3,11,1,14,3,12,2,14,0,Christopherview,Wisconsin,Lake Veronicaside,Ohio,10
Clothing,77.31,4,Delivered,PayPal,Mobile,Paid Search,Returning,6.0,3,11,1,14,3,17,0,14,0,Barrettchester,Oregon,South Jessicaview,Alaska,17
Beauty,42.98,3,Delivered,Google Pay,Tablet,Paid Search,Returning,6.0,3,11,1,14,3,17,0,14,0,North Cole,Colorado,North Jamesside,Alaska,6
Beauty,141.71,2,Delivered,PayPal,Desktop,Social,Returning,3.0,3,12,2,14,3,15,5,14,0,Davisburgh,South Dakota,Matthewfort,Washington,14
Books,159.49,1,Delivered,Credit Card,Desktop,Organic,Returning,5.0,3,12,2,14,3,17,0,14,0,Andrewburgh,Maryland,Danielberg,South Carolina,9
Toys,166.64,4,Delivered,Debit Card,Tablet,Social,Returning,4.0,3,12,2,14,3,16,6,14,0,Holmestown,Delaware,Port Chad,South Carolina,10
Beauty,474.05,1,Delivered,Google Pay,Mobile,Email,VIP,5.0,3,12,2,14,3,17,0,14,0,North Linda,North Dakota,New Brandon,Oregon,7
Electronics,250.67,1,Delivered,Google Pay,Mobile,Social,VIP,1.0,3,12,2,14,3,13,3,14,0,Alvarezshire,Delaware,North Amyborough,Iowa,15
Home,373.59,3,Delivered,Credit Card,Desktop,Social,VIP,7.0,3,12,2,14,3,19,2,14,0,West Justin,North Dakota,Port Susanchester,New Mexico,12
Home,95.75,2,Delivered,PayPal,Desktop,Paid Search,VIP,2.0,3,12,2,14,3,14,4,14,0,Lake Alishashire,Virginia,Kelseybury,Alaska,8
Beauty,432.08,1,Delivered,Credit Card,Mobile,Organic,Returning,2.0,3,12,2,14,3,14,4,14,0,Paulton,North Dakota,Sanchezport,Iowa,9
Books,177.89,2,Delivered,Credit Card,Tablet,Email,VIP,7.0,3,12,2,14,3,19,2,14,0,New Angelaland,Washington,Byrdshire,Delaware,11
Clothing,227.37,1,Delivered,Apple Pay,Mobile,Email,Returning,7.0,3,12,2,14,3,19,2,14,0,North Donald,Utah,Cathymouth,Vermont,13
Clothing,247.87,3,Delivered,Apple Pay,Mobile,Paid Search,Returning,5.0,3,12,2,14,3,17,0,14,0,South John,New Jersey,West Lukebury,Michigan,17
Home,249.96,2,Delivered,Credit Card,Desktop,Organic,New,3.0,3,12,2,14,3,15,5,14,0,Williechester,Iowa,Markborough,Connecticut,17
Electronics,78.02,1,Delivered,Apple Pay,Tablet,Social,VIP,1.0,3,12,2,14,3,13,3,14,0,Eatonville,Florida,East Darrenburgh,Wyoming,8
Clothing,449.25,3,Pending,Credit Card,Tablet,Organic,VIP,6.0,3,12,2,14,3,18,1,14,0,Bradleyside,Missouri,Port Edgar,Montana,11
Clothing,95.19,3,Delivered,PayPal,Tablet,Social,Returning,1.0,3,12,2,14,3,13,3,14,0,Stephaniemouth,Virginia,Jamesbury,Idaho,5
Clothing,162.8,3,Delivered,Credit Card,Desktop,Email,VIP,5.0,3,12,2,14,3,17,0,14,0,Williamsmouth,Tennessee,Leemouth,Indiana,9
Electronics,79.32,1,Delivered,Credit Card,Mobile,Paid Search,Returning,2.0,3,12,2,14,3,14,4,14,0,Laurafort,New York,East Lauren,Kentucky,18
Clothing,217.16,3,Shipped,PayPal,Desktop,Social,VIP,2.0,3,12,2,14,3,14,4,14,0,Alexandraton,Massachusetts,Lake David,South Carolina,14
Beauty,62.84,4,Delivered,Credit Card,Mobile,Email,Returning,5.0,3,12,2,14,3,17,0,14,0,Galvanland,California,North Cristian,Arizona,9
Clothing,261.59,1,Delivered,PayPal,Tablet,Organic,Returning,3.0,3,12,2,14,3,15,5,14,0,East Nathanielmouth,Minnesota,West Sally,Connecticut,8
Toys,440.17,3,Pending,Debit Card,Mobile,Organic,Returning,1.0,3,12,2,14,3,13,3,14,0,Paulafurt,Vermont,South Sharon,Washington,13
Home,253.11,4,Delivered,PayPal,Desktop,Social,Returning,5.0,3,12,2,14,3,17,0,14,0,South Sara,North Dakota,Hayleyside,Nevada,12
Home,418.43,2,Delivered,PayPal,Desktop,Paid Search,Returning,3.0,3,12,2,14,3,15,5,14,0,West Frederickport,West Virginia,Gutierrezton,North Carolina,13
Home,99.72,3,Shipped,Apple Pay,Mobile,Email,VIP,2.0,3,13,3,14,3,15,5,14,0,Rowefort,California,East Charlesshire,Pennsylvania,16
Books,366.67,2,Shipped,Debit Card,Mobile,Paid Search,VIP,1.0,3,13,3,14,3,14,4,14,0,Blacktown,Louisiana,East Jamesside,Montana,15
Books,302.76,4,Delivered,Credit Card,Mobile,Paid Search,VIP,6.0,3,13,3,14,3,19,2,14,0,Paulshire,Delaware,Greenfurt,Washington,8
Electronics,350.51,3,Delivered,Debit Card,Tablet,Paid Search,VIP,6.0,3,13,3,14,3,19,2,14,0,South Heather,Ohio,Evelynburgh,Utah,10
Books,140.84,2,Delivered,Debit Card,Desktop,Social,Returning,6.0,3,13,3,14,3,19,2,14,0,Smithville,Montana,West Brookeport,Washington,11
Home,424.18,4,Delivered,Apple Pay,Mobile,Email,VIP,1.0,3,13,3,14,3,14,4,14,0,Devinchester,Mississippi,Nicholasville,North Carolina,18
Home,56.57,3,Delivered,Debit Card,Tablet,Paid Search,VIP,1.0,3,13,3,14,3,14,4,14,0,New Tracyhaven,New York,Peterborough,New Hampshire,18
Home,438.95,1,Delivered,Credit Card,Mobile,Organic,VIP,1.0,3,13,3,14,3,14,4,14,0,Christinachester,Indiana,South Cynthiaview,Illinois,15
Beauty,141.67,2,Returned,Credit Card,Mobile,Social,Returning,3.0,3,13,3,14,3,16,6,14,0,Jenniferfurt,Pennsylvania,Nicholasland,California,12
Electronics,15.58,1,Delivered,Credit Card,Mobile,Email,VIP,1.0,3,13,3,14,3,14,4,14,0,Julianside,Minnesota,Erikachester,Hawaii,6
Beauty,363.8,4,Delivered,Apple Pay,Desktop,Social,Returning,3.0,3,13,3,14,3,16,6,14,0,Blakestad,Rhode Island,Johnsonfurt,New York,11
Beauty,242.42,1,Delivered,Apple Pay,Desktop,Social,Returning,2.0,3,13,3,14,3,15,5,14,0,Port Jamesmouth,Idaho,South Edward,Kentucky,16
Electronics,153.47,1,Pending,Credit Card,Desktop,Social,VIP,5.0,3,13,3,14,3,18,1,14,0,East Sarah,Texas,East Melissa,Indiana,9
Books,162.34,2,Shipped,Google Pay,Tablet,Social,Returning,1.0,3,13,3,14,3,14,4,14,0,Mooreburgh,Virginia,South Jesseshire,Nevada,8
Toys,337.99,5,Delivered,PayPal,Mobile,Paid Search,VIP,6.0,3,13,3,14,3,19,2,14,0,New Reneeville,Mississippi,Port Coreymouth,New Jersey,12
Electronics,195.2,5,Delivered,Apple Pay,Tablet,Email,VIP,3.0,3,13,3,14,3,16,6,14,0,Karenport,South Dakota,Melanieport,Georgia,13
Beauty,451.41,4,Shipped,Google Pay,Tablet,Email,VIP,6.0,3,13,3,14,3,19,2,14,0,New Dylan,Wisconsin,Robertoborough,Missouri,8
Electronics,295.22,3,Shipped,Debit Card,Desktop,Social,VIP,3.0,3,13,3,14,3,16,6,14,0,Vanessaborough,Pennsylvania,Grantfurt,Illinois,11
Toys,174.2,3,Shipped,Google Pay,Mobile,Organic,VIP,5.0,3,13,3,14,3,18,1,14,0,Danielchester,Indiana,Mooreland,Indiana,10
Toys,240.0,2,Delivered,Apple Pay,Desktop,Paid Search,VIP,1.0,3,13,3,14,3,14,4,14,0,New Brianview,South Dakota,Oliviaton,Georgia,8
Electronics,270.74,1,Returned,Credit Card,Mobile,Social,Returning,3.0,3,13,3,14,3,16,6,14,0,North Nancy,Pennsylvania,Thomashaven,New Jersey,12
Books,262.1,3,Shipped,Debit Card,Tablet,Email,VIP,1.0,3,13,3,14,3,14,4,14,0,West Joseton,New Hampshire,Lake Matthewshire,Idaho,12
Home,226.37,1,Delivered,PayPal,Tablet,Organic,Returning,1.0,3,13,3,14,3,14,4,14,0,Franciston,Iowa,Port Laurenhaven,Arkansas,16
Clothing,9.6,1,Delivered,Apple Pay,Desktop,Social,Returning,3.0,3,13,3,14,3,16,6,14,0,West Margaret,Michigan,New Cody,Utah,11
Clothing,166.3,5,Delivered,Credit Card,Desktop,Social,Returning,5.0,3,13,3,14,3,18,1,14,0,Port Yvonneton,Vermont,West Ricardo,Delaware,11
Home,367.4,1,Shipped,Credit Card,Mobile,Organic,Returning,1.0,3,13,3,14,3,14,4,14,0,Bridgetfort,Delaware,Parkerchester,New Hampshire,9
Toys,228.77,5,Delivered,Google Pay,Tablet,Email,VIP,6.0,3,13,3,14,3,19,2,14,0,Port Stephaniestad,New Mexico,North Jenniferview,New Hampshire,14
Books,350.8,2,Delivered,Credit Card,Desktop,Email,VIP,1.0,3,13,3,14,3,14,4,14,0,West Jamieburgh,Georgia,Curtisfort,Rhode Island,15
Clothing,29.55,1,Delivered,PayPal,Tablet,Social,Returning,3.0,3,13,3,14,3,16,6,14,0,North Tiffany,Texas,Mcmillanfurt,Massachusetts,10
Toys,263.65,1,Shipped,PayPal,Desktop,Social,Returning,5.0,3,13,3,14,3,18,1,14,0,South Emily,Kansas,Potterbury,Mississippi,11
Toys,437.74,2,Delivered,Google Pay,Desktop,Email,New,3.0,3,13,3,14,3,16,6,14,0,Stephensonville,Washington,Lake Bradleyport,Nevada,12
Electronics,356.38,1,Delivered,PayPal,Desktop,Paid Search,Returning,7.0,3,13,3,14,3,20,3,14,0,Herrerafurt,Vermont,Rodneyhaven,North Dakota,10
Clothing,108.54,2,Delivered,PayPal,Tablet,Organic,VIP,3.0,3,13,3,14,3,16,6,14,0,Johnstad,Pennsylvania,Lake Amandastad,Kansas,12
Electronics,491.39,4,Delivered,PayPal,Mobile,Organic,Returning,7.0,3,13,3,14,3,20,3,14,0,Royland,Mississippi,Floresstad,Nevada,17
Clothing,262.95,2,Delivered,Apple Pay,Desktop,Paid Search,Returning,6.0,3,13,3,14,3,19,2,14,0,Frederickshire,Indiana,West Laurenbury,Alaska,6
Books,322.47,3,Delivered,Credit Card,Desktop,Paid Search,Returning,1.0,3,14,4,14,3,15,5,14,0,Port Alantown,Montana,Erintown,Florida,13
Toys,240.54,6,Shipped,PayPal,Tablet,Paid Search,Returning,1.0,3,14,4,14,3,15,5,14,0,Jacksonberg,Virginia,West Paul,South Dakota,11
Toys,230.33,2,Delivered,PayPal,Desktop,Organic,VIP,3.0,3,14,4,14,3,17,0,14,0,New Andre,South Carolina,East Larry,North Carolina,7
Home,266.94,1,Shipped,Google Pay,Mobile,Email,Returning,5.0,3,14,4,14,3,19,2,14,0,Freemanshire,South Carolina,Port Larrymouth,West Virginia,10
Home,385.47,1,Delivered,Apple Pay,Tablet,Paid Search,VIP,7.0,3,14,4,14,3,21,4,14,0,Port Stacy,Michigan,Amytown,Montana,10
Clothing,432.83,3,Delivered,Debit Card,Mobile,Email,VIP,2.0,3,14,4,14,3,16,6,14,0,Williamsville,Montana,West Williammouth,New Mexico,13
Beauty,485.81,4,Delivered,Credit Card,Mobile,Paid Search,Returning,6.0,3,14,4,14,3,20,3,14,0,Kaylatown,Washington,West Angelica,Oregon,5
Clothing,220.04,3,Delivered,Credit Card,Mobile,Organic,VIP,1.0,3,14,4,14,3,15,5,14,0,East Jamesfort,Alaska,Thompsonshire,Pennsylvania,13
Home,266.99,3,Delivered,Apple Pay,Tablet,Social,Returning,3.0,3,14,4,14,3,17,0,14,0,Port Lisafurt,Washington,West Cherylfurt,Connecticut,15
Books,312.17,1,Delivered,Google Pay,Mobile,Paid Search,Returning,3.0,3,14,4,14,3,17,0,14,0,Lake Dakotafort,Oregon,North Emily,Wyoming,12
Home,394.3,3,Delivered,Debit Card,Mobile,Paid Search,Returning,5.0,3,14,4,14,3,19,2,14,0,Michaelborough,Montana,New Barbara,Alaska,10
Home,42.09,4,Shipped,PayPal,Tablet,Organic,Returning,2.0,3,14,4,14,3,16,6,14,0,Matthewstad,Maryland,Lake Erin,Pennsylvania,12
Clothing,47.21,2,Shipped,PayPal,Desktop,Paid Search,Returning,5.0,3,14,4,14,3,19,2,14,0,Christiantown,New Mexico,South Nicoleshire,Idaho,13
